"awb","date","mode","client","origin","destination","consignor","consignee","box","actual_wt","charge_wt","type_of_delivery","insured","remarks","clerk_name","status","frieght_charge","awb_charge","pickup_charge","delivery_charge","packaging_charge","handling_charge"
"203992","2026-01-05","Road","CJ DARCL LOGISTICS LIMITED","DELHI","PANTNAGAR","CJ DARCL LOGISTICS LIMITED","CJ DARCL LOGISTICS LIMITED","6","0.00","0.00","AUTO PARTS ","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203989","2026-01-02","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","40","0.00","40.00","AUTO PARTS","Owner",,"Dharmendra Puri","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203991","2026-01-03","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","2","50.00","100.00","AUTO PARTS","Owner","MATERIAL DELIVERED","Dharmendra Puri","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204018","2026-01-13","Train","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","RK INDUSTRIES ","PANORAMA AUTOMOTIVE IND. PVT. LTD.","4","0.00","120.00","AUTO PARTS ","Owner","VS ENGENEERING/ RK INDUSTRIES ","Dharmendra Puri","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204002","2026-01-07","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","16","0.00","335.00","AUTO PARTS ","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204026","2026-01-14","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","5","0.00","105.00","AUTO PARTS","Client",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204025","2026-01-14","Train","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","SANSA AUTO ENGINEERING COMPANY - PUNE","DALI SAMIR ENGG.PVT LTD-PUNE","6","0.00","150.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203993","2026-01-05","Air","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","PREMIER SEALS PVT LTD","DALI & SAMIR ENGG PVT LTD- PTN","1","0.00","50.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203994","2026-01-05","Air","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","24","0.00","960.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203995","2026-01-05","Road","CJ DARCL LOGISTICS LIMITED","PANTNAGAR","DELHI","CJ DARCL LOGISTICS LIMITED","CJ DARCL LOGISTICS LIMITED","40","0.00","0.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203996","2026-01-06","Train","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","5","0.00","120.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203997","2026-01-06","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","1","0.00","50.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203998","2026-01-06","Air","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","24","0.00","960.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"203999","2026-01-07","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","24","0.00","24.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204000","2026-01-07","Air","U. S. AUTO CONTROLS PVT LTD","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD","BELRISE INDUSTRIES LTD UNIT -IX","2","0.00","60.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204001","2026-01-07","Air","STARWAYS PRECISIONS PVT. LTD.","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD.","STARWAYS INDUSTRIES (SI)","1","0.00","50.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204003","2026-01-08","Air","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","PREMIER SEALS PVT LTD","DALI & SAMIR ENGG PVT LTD- PTN","1","0.00","50.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204004","2026-01-08","Train","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","POLESTAR AUTO","PANORAMA AUTOMOTIVE IND. PVT. LTD.","3","0.00","100.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204005","2026-01-08","Air","U. S. AUTO CONTROLS PVT LTD","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD","BELRISE INDUSTRIES LTD UNIT -IX","2","0.00","60.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204006","2026-01-08","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","24","0.00","24.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204007","2026-01-08","Train","STARWAYS PRECISIONS PVT. LTD.","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD.","STARWAYS INDUSTRIES (SI)","10","0.00","100.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204008","2026-01-08","Train","STARWAYS PRECISIONS PVT. LTD.","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD.","STARWAYS INDUSTRIES (SI)","55","0.00","1080.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204009","2026-01-09","Train","STARWAYS PRECISIONS PVT. LTD.","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD.","STARWAYS INDUSTRIES (SI)","2","0.00","100.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204010","2026-01-10","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","25","0.00","25.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204011","2026-01-10","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","25","0.00","25.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204012","2026-01-10","Air","U. S. AUTO CONTROLS PVT LTD","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD","BELRISE INDUSTRIES LTD UNIT -IX","2","0.00","50.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204013","2026-01-12","Road","SKY 4 PUNE","DELHI-STATION","PANTNAGAR","SKY 4 PUNE","SKY 4 PANTNAGAR","16","0.00","0.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204014","2026-01-12","Train","ASHA INDUSTRIES","AURANGABAD","PANTNAGAR","ASHA INDUSTRIES","BELRISE INDUSTRIES LTD UNIT -IX","3","0.00","100.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204015","2026-01-13","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26","0.00","26.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204016","2026-01-13","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26","0.00","26.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204017","2026-01-13","Air","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","PREMIER SEALS PVT LTD","DALI & SAMIR ENGG PVT LTD- PTN","2","0.00","50.00","AUTO PARTS","Owner",,"Dharmendra Puri","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204019","2026-01-13","Air","U. S. AUTO CONTROLS PVT LTD","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD","BELRISE INDUSTRIES LTD UNIT -IX","2","0.00","65.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204020","2026-01-14","Train","STARWAYS INDUSTRIES (SI)","SITARGANJ","AURANGABAD","STARWAYS INDUSTRIES (SI)","STARWAYS ENGINEERS PVT. LTD.","1","0.00","100.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204021","2026-01-13","Air","VENKATESH AUTOMOBILE PVT LTD","CHANDIGARH","PUNE","FORGE AUTO INTERNATIONAL LTD","VENKATESH AUTOMOBILE PVT LTD","6","0.00","120.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204022","2026-01-14","Train","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","POLESTAR AUTO","PANORAMA AUTOMOTIVE IND. PVT. LTD.","3","0.00","100.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204023","2026-01-14","Air","HIMALAYAN AUTO ERA PVT LTD","PUNE","PANTNAGAR","VENKATESH AUTOMOBILE PVT LTD","HIMALAYAN AUTO ERA PVT LTD","4","0.00","150.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204024","2026-01-14","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26","0.00","26.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204029","2026-01-16","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26","0.00","26.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204027","2026-01-15","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","15","0.00","100.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204028","2026-01-15","Air","U. S. AUTO CONTROLS PVT LTD ","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD ","BELRISE INDUSTRIES LTD UNIT -IX","3","0.00","75.00","AUTOPARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204030","2026-01-16","Train","HIMALAYAN AUTO ERA PVT LTD","PUNE","PANTNAGAR","VENKATESH AUTOMOBILE PVT LTD","HIMALAYAN AUTO ERA PVT LTD","15","0.00","450.00","AUTO PARTS","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204031","2026-01-16","Air","MINDA WESTPORT TECHNOLOGIES LTD","MANESAR","RANJANGAON","MINDA WESTPORT TECHNOLOGIES LTD","FIAT INDIA AUTOMOBILES PRIVATE LTD.","30","208.00","208.00","AUTO PARTS","Owner","APROVED BY SURENDRA JEE","AKASH","0","12480.00","100.00","0.00","1500.00","0.00","0.00"
"204032","2026-01-16","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","8","0.00","210.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204033","2026-01-17","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26","0.00","26.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204034","2026-01-17","Road","CJ DARCL LOGISTICS LIMITED","DELHI","PANTNAGAR","CJ DARCL LOGISTICS LIMITED","CJ DARCL LOGISTICS LIMITED","03","0.00","0.00","AUTO PART","Owner",,"AKASH","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204035","2026-01-17","Air","U. S. AUTO CONTROLS PVT LTD ","PANTNAGAR","PUNE","HARIHARESHWAR AUOT TECH PRIVATE LIMITED","U. S. AUTO CONTROLS PVT LTD ","01 BAG","0.00","50.00","Normal","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204036","2026-01-18","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","26-Box","0.00","26.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204037","2026-01-18","Air","U. S. AUTO CONTROLS PVT LTD ","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD ","HARIHARESHWAR AUOT TECH PRIVATE LIMITED","2-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204038","2026-01-19","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","27-Box","0.00","27.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204039","2026-01-19","Train","BELRISE INDUSTRIES LTD,UNIT-12","PUNE","PANTNAGAR","PLANETTO TOOLTECH PVT LTD","BELRISE INDUSTRIES LTD,UNIT-12","1-Box","0.00","100.00","Auto Parts","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204040","2026-01-19","Train","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","SHREE KAPOOR INDUSTRIES/V. S ENGINEERING ","PANORAMA AUTOMOTIVE IND. PVT. LTD.","4-Bag","0.00","120.00","Auto Parts","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204041","2026-01-20","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","27-Box ","0.00","27.00","0","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204042","2026-01-20","Air","ADVIK HI TECH PVT. LTD. (PLANT-15)","RUDRAPUR","PUNE","AANCHAL INDUSTRIES ","ADVIK HI TECH PVT. LTD. (PLANT-15)","1","0.00","0.00","AUTO PARTS","Owner","TO PAY","Admin","0","2500.00","0.00","0.00","0.00","0.00","0.00"
"204043","2026-01-20","Air","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","PANORAMA AUTOMOTIVE IND. PVT. LTD.","TATA MOTORS - PTN","1-Bag","0.00","100.00","0","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204044","2026-01-20","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","4-Bag","0.00","60.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204045","2026-01-21","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","28-Box","0.00","28.00","0","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204046","2026-01-21","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","2","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204047","2026-01-21","Air","U. S. AUTO CONTROLS PVT LTD ","PUNE","PANTNAGAR","U. S. AUTO CONTROLS PVT LTD ","HARIHARESHWAR AUOT TECH PRIVATE LIMITED","3-Bag","0.00","75.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204048","2026-01-21","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204049","2026-01-22","Road","HIMALAYAN AUTO ERA PVT LTD","PUNE","PANTNAGAR","VENKATESH AUTOMOBILE PVT LTD","HIMALAYAN AUTO ERA PVT LTD","24","0.00","580.00","AUTO PARTS","Owner","ROAD-EXPRESS ","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204050","2026-01-22","Road","HIMALAYAN AUTO ERA PVT LTD","PUNE","PANTNAGAR","FRACTMET ENGINEERING LLP","HIMALAYAN AUTO ERA PVT LTD","12-Bag","0.00","250.00","Auto Parts ","Owner","Road-Express ","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204051","2026-01-22","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","28-Box","0.00","28.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204052","2026-01-22","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","2-Bag ","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204053","2026-01-23","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","2-Bag","0.00","50.00","0","Owner","AUTO PARTS ","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204054","2026-01-23","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","28-Box","0.00","28.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204232","2026-03-05","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","20-Box ","0.00","20.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204056","2026-01-23","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","3-Bag","0.00","70.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204057","2026-01-20","Train","ASHA INDUSTRIES","AURANGABAD","PANTNAGAR","ASHA INDUSTRIES","BELRISE INDUSTRIES LTD UNIT -IX","3-Bag","0.00","100.00","Auto Parts ","Owner","NA","Dharmendra Puri","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204058","2026-01-24","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","29-Box","0.00","29.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204059","2026-01-25","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204060","2026-01-25","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","30-Box","0.00","30.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204061","2026-01-25","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","2-Bag ","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204062","2026-01-25","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","11-Bag","0.00","495.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204063","2026-01-27","Train","BELRISE INDUSTRIES LTD,UNIT-7E","PUNE","PANTNAGAR","KAPSE INDUSTRIES","BELRISE INDUSTRIES LTD,UNIT-7E","10-Bag","0.00","340.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204064","2026-01-27","Air","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","SANSA AUTO ENGINEERING COMPANY - PUNE","DALI SAMIR ENGG PVT LTD- PTN","7-Box","0.00","140.00","Auto Parts ","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204065","2026-01-26","Road","DALI SAMIR ENGG.PVT LTD-PUNE","FARIDABAD","PANTNAGAR","VIJAY MACHINE TOOLS","DALI SAMIR ENGG PVT LTD- PTN","18 LOOSE","0.00","0.00","AUTO PART","Owner","FBD. TO PNT. SPL DELIVERY","SUNIL","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204066","2026-01-27","Train","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","SANSA AUTO ENGINEERING COMPANY - PUNE","DALI SAMIR ENGG PVT LTD- PTN","8-Box","0.00","200.00","Auto Parts ","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204067","2026-01-27","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204068","2026-01-28","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","30","0.00","30.00","AUTO PART","Owner",,"SUNIL","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204069","2026-01-28","Air","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","SANSA AUTO ENGINEERING COMPANY - PUNE","DALI SAMIR ENGG PVT LTD- PTN","8-Box","0.00","160.00","Auto Parts ","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204070","2026-01-28","Train","DALI SAMIR ENGG.PVT LTD-PUNE","PUNE","PANTNAGAR","SANSA AUTO ENGINEERING COMPANY - PUNE","DALI SAMIR ENGG PVT LTD- PTN","6-Box","0.00","150.00","Auto Parts ","Owner","NA","SANJIT","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204071","2026-01-28","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","30-Box ","0.00","30.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204072","2026-01-28","Train","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","9-Bag","0.00","180.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204073","2026-01-28","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","4-Bag","0.00","90.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204074","2026-01-29","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204075","2026-01-29","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","30-Box ","0.00","30.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204076","2026-01-29","Air","STARWAYS PRECISIONS PVT. LTD. ","PUNE","SITARGANJ","STARWAYS PRECISIONS PVT. LTD. ","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204077","2026-01-30","Road","SHREYA INDUSTRIES - PNQ","PUNE","NOIDA","SHREYA INDUSTRIES - PNQ","MANTITOU EQUIPMENT INDIA PVT. LTD.","1 ","0.00","200.00","AUTO PART","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204078","2026-01-30","Air","MINDA WESTPORT TECHNOLOGIES LTD","MANESAR","PUNE","MINDA WESTPORT TECHNOLOGIES LTD","TATA MOTORS LIMITED ","71","405.00","405.00","AUTO PARTS","Owner",,"Admin","0","0.00","0.00","0.00","0.00","0.00","0.00"
"204079","2026-01-30","Train","PANORAMA AUTOMOTIVE IND. PVT. LTD.","PUNE","PANTNAGAR","SHREE KAPOOR INDUSTRIES/V. S ENGINEERING ","PANORAMA AUTOMOTIVE IND. PVT. LTD.","4","0.00","120.00","AUTO PARTS","Owner",,"Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204080","2026-01-31","Road","SHREYA INDUSTRIES - PNQ","PUNE","PANTNAGAR","SHREYA INDUSTRIES - PNQ","SHREYA INDUSTRIES- PNT","30-Box ","0.00","30.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
"204081","2026-01-31","Air","STARWAYS INDUSTRIES- CHAKAN","PUNE","SITARGANJ","STARWAYS INDUSTRIES- CHAKAN","STARWAYS INDUSTRIES (SI)","1-Bag","0.00","50.00","Auto Parts ","Owner","NA","Admin","1","0.00","0.00","0.00","0.00","0.00","0.00"
